Identifier,LeadID,Industry,Bank_Name,description,transaction_type,amount,B2C_KW_Category,Yodlee_Category
625,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx1241,credit,436,TRANSFERS,Transfers
626,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2067,credit,433,TRANSFERS,Transfers
627,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
628,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2608,credit,14163,TRANSFERS,Transfers
629,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
630,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
631,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
632,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
633,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1962,debit,1847.1,CHECKS,Check Payment
634,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1944,debit,1901.49,CHECKS,Check Payment
635,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
636,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,6470.6,,Deposits
637,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1961,debit,26.5,CHECKS,Check Payment
638,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
639,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
640,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx0026,credit,5327,TRANSFERS,Transfers
641,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
642,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
643,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,300,CREDIT CARD PAYMENTS,Credit Card Payments
644,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4794,credit,1640,TRANSFERS,Transfers
645,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
646,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx1237,credit,1467,TRANSFERS,Transfers
647,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx4192 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
648,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
649,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2548,credit,513,TRANSFERS,Transfers
650,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
651,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,5000,TRANSFERS,Transfers
652,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1957,debit,63.39,CHECKS,Check Payment
653,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
654,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2556,credit,3663,TRANSFERS,Transfers
655,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
656,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1960,debit,554.1,CHECKS,Check Payment
657,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1955,debit,154.63,CHECKS,Check Payment
658,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
659,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1956,debit,510.53,CHECKS,Check Payment
660,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT W3104 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
661,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9773,credit,2295,TRANSFERS,Transfers
662,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
663,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
664,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
665,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF MAY,debit,100,SERVICE CHARGES/FEES,Uncategorized
666,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9254,credit,2658,TRANSFERS,Transfers
667,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,24.87,POSTAGE AND SHIPPING,Postage/Shipping
668,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,37.6,POSTAGE AND SHIPPING,Postage/Shipping
669,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,19.25,POSTAGE AND SHIPPING,Postage/Shipping
670,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,58.95,POSTAGE AND SHIPPING,Postage/Shipping
671,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,66.71,POSTAGE AND SHIPPING,Postage/Shipping
672,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,5000,TRANSFERS,Transfers
673,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,654.23,,Deposits
674,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9370,credit,1852,TRANSFERS,Transfers
675,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
676,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2826,credit,1198,TRANSFERS,Transfers
677,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
678,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
679,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6270,credit,1422,TRANSFERS,Transfers
680,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
681,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8964,credit,1114,TRANSFERS,Transfers
682,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1953,debit,22769.31,CHECKS,Check Payment
683,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
684,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
685,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx0099,credit,1586,TRANSFERS,Transfers
686,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,9155.17,,Deposits
687,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
688,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6784,credit,3079,TRANSFERS,Transfers
689,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
690,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
691,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx7335,credit,9493,TRANSFERS,Transfers
692,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
693,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1940,debit,1847.1,CHECKS,Check Payment
694,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
695,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
696,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
697,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
698,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx1545,credit,1453,TRANSFERS,Transfers
699,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
700,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx4326 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
701,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1937,debit,1901.49,CHECKS,Check Payment
702,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx5574,credit,1726,TRANSFERS,Transfers
703,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
704,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4466,credit,2043,TRANSFERS,Transfers
705,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
706,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,5998.5,,Deposits
707,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1948,debit,63.39,CHECKS,Check Payment
708,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,10000,TRANSFERS,Transfers
709,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx4985,credit,2411,TRANSFERS,Transfers
710,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx0251,credit,2566,TRANSFERS,Transfers
711,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
712,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1950,debit,209.54,CHECKS,Check Payment
713,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1952,debit,462.5,CHECKS,Check Payment
714,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
715,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
716,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1949,debit,228,CHECKS,Check Payment
717,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx3175,credit,1739,TRANSFERS,Transfers
718,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
719,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx8913,credit,1142,TRANSFERS,Transfers
720,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1947,debit,427.47,CHECKS,Check Payment
721,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
722,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF APRIL,debit,100,SERVICE CHARGES/FEES,Uncategorized
723,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1946,debit,244.47,CHECKS,Check Payment
724,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1951,debit,200,CHECKS,Check Payment
725,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1943,debit,554.1,CHECKS,Check Payment
726,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx7077,credit,2731,TRANSFERS,Transfers
727,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,5000,TRANSFERS,Transfers
728,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
729,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
730,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M1120 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
731,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
732,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,10.3,POSTAGE AND SHIPPING,Postage/Shipping
733,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,31.86,POSTAGE AND SHIPPING,Postage/Shipping
734,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx1409,credit,4322,TRANSFERS,Transfers
735,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
736,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,44.65,POSTAGE AND SHIPPING,Postage/Shipping
737,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,47.98,POSTAGE AND SHIPPING,Postage/Shipping
738,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,32.97,POSTAGE AND SHIPPING,Postage/Shipping
739,2369,Health Care and Social Assistance,Dag Site - Bank,NYS TAX    FINANC UI PYMT Uxxxxxxx3013 CCD ID: xxxxxx9984,debit,415.8,TAXES,Taxes
740,2369,Health Care and Social Assistance,Dag Site - Bank,U. P. S. UPS BILL xxxxx0000F586Y7 CCD ID: xxxxxx0436,debit,50.22,POSTAGE AND SHIPPING,Postage/Shipping
741,2369,Health Care and Social Assistance,Dag Site - Bank,NYS TAX    FINANC WT PYMT Wxxxxxxx3013 CCD ID: xxxxxx8475,debit,659.61,TAXES,Taxes
742,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1939,debit,1847.1,CHECKS,Check Payment
743,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
744,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1942,debit,200,CHECKS,Check Payment
745,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,5000,TRANSFERS,Transfers
746,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1941,debit,22769.31,CHECKS,Check Payment
747,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
748,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx5032,credit,2526,TRANSFERS,Transfers
749,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,5135.55,,Deposits
750,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
751,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx3966,credit,1943,TRANSFERS,Transfers
752,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2372,credit,15687,TRANSFERS,Transfers
753,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
754,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
755,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
756,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
757,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
758,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M3804 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
759,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,1996.25,,Deposits
760,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
761,2369,Health Care and Social Assistance,Dag Site - Bank,IRS USATAXPYMT xxxxxxxxxxx2254 CCD ID: xxxxxx2000,debit,1339.72,TAXES,Taxes
762,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
763,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
764,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
765,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
766,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JE JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
767,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,6000,TRANSFERS,Transfers
768,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
769,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx9669,credit,6583,TRANSFERS,Transfers
770,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,4613.5,,Deposits
771,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
772,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1936,debit,126.78,CHECKS,Check Payment
773,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1935,debit,102,CHECKS,Check Payment
774,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
775,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1933,debit,109.92,CHECKS,Check Payment
776,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
777,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
778,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1934,debit,1057.82,CHECKS,Check Payment
779,2369,Health Care and Social Assistance,Dag Site - Bank,SERVICE CHARGES FOR THE MONTH OF MARCH,debit,168,SERVICE CHARGES/FEES,Uncategorized
780,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx0108,credit,6016,TRANSFERS,Transfers
781,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1932,debit,554.1,CHECKS,Check Payment
782,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
783,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1927,debit,1901.49,CHECKS,Check Payment
784,2369,Health Care and Social Assistance,Dag Site - Bank,ETSY INC DEPOSITPPD ID: xxxxxx8921,credit,0.01,DEPOSITS,Deposits
785,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M7700 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
786,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
787,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
788,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
789,2369,Health Care and Social Assistance,Dag Site - Bank,DEPOSIT,credit,2084.25,,Deposits
790,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
791,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx6319,credit,1928,TRANSFERS,Transfers
792,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
793,2369,Health Care and Social Assistance,Dag Site - Bank,ONLINE INTERNATIONAL WIRE TRANSFER A/C: BANK OF CHINA LIMITED HE,debit,8000,TRANSFERS,Transfers
794,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1931,debit,18000,CHECKS,Check Payment
795,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
796,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx5891,credit,1032,TRANSFERS,Transfers
797,2369,Health Care and Social Assistance,Dag Site - Bank,Online Transfer from CHK ...4310transaction#: xxxxxx2925,credit,11405,TRANSFERS,Transfers
798,2369,Health Care and Social Assistance,Dag Site - Bank,CHECK 1930,debit,22769.31,CHECKS,Check Payment
799,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
800,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
801,2369,Health Care and Social Assistance,Dag Site - Bank,American Express ACH PMT M8628 WEB ID: xxxxxx2111,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
802,2369,Health Care and Social Assistance,Dag Site - Bank,Payment to Chase card ending in4333,debit,200,CREDIT CARD PAYMENTS,Credit Card Payments
803,2369,Health Care and Social Assistance,Dag Site - Bank,PRIME MERIDIAN JINDELI JINDELI JEWELRY CCD ID: xxxxxx4623,debit,230.16,LOANS,Personal/Family
